AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1379325,,KITTEN,GRAY,,DOMESTIC SH,NEUTERED,2025-04-14,0,2025-04-10,NURSING,STRAY,OTC,,2025-07-09,TRANSFER,,HEALTHY,28TH ST/ E FERNANDO ST,SAN JOSE,2025-07-09
A1379326,ASTRO,KITTEN,GRAY,,DOMESTIC SH,NEUTERED,2025-04-14,0,2025-04-10,NURSING,STRAY,OTC,,2025-07-08,ADOPTION,,HEALTHY,28TH ST/ E FERNANDO ST,SAN JOSE,2025-07-08
A1379327,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,,2025-04-14,PREGNANT,STRAY,OTC,,2025-04-17,RTF,,BEH M,CUNNINGHAM X SARASOTA WAY,SAN JOSE,2025-04-17
A1379328,,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-04-14,0,2025-04-10,NURSING,STRAY,OTC,,2025-07-09,TRANSFER,,HEALTHY,28TH ST/ E FERNANDO ST,SAN JOSE,2025-07-09
A1379333,,CAT,WHITE,GRAY,DOMESTIC SH,SPAYED,,,2025-04-14,PREGNANT,STRAY,OTC,,2025-04-16,RTF,,FERAL,PALM ST X HUMBOLDT AVE,SAN JOSE,2025-04-16
A1379336,FLORA,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-06-18,0,2025-04-14,NURSING,STRAY,OTC,IP ADOPT,2025-06-24,ADOPTION,,HEALTHY,WAVERLY AVE/ANNONA AVE,SAN JOSE,2025-06-24
A1379339,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,,,2025-04-14,MED SEV,STRAY,FIELD,,2025-04-14,EUTH,,MED SEV,SUMMER X DOBERN,SAN JOSE,2025-04-14
A1379350,WEEZY,DOG,WHITE,,ENG BULLDOG,NEUTERED,2023-10-16,1,2025-04-14,HEALTHY,TRANSFER,SVACA,,2025-04-22,ADOPTION,,HEALTHY,CLARITA AVE/ YELLOWSTONE DR,SAN JOSE,2025-04-22
A1379352,,KITTEN,BLACK,,DOMESTIC SH,UNKNOWN,2025-04-11,0,2025-04-14,NURSING,STRAY,OTC,,2025-04-26,EUTH,,MED SEV,E SAN ANTONIO ST/OAKLAND AVE,SAN JOSE,2025-04-26
A1379353,,KITTEN,TABBY-GRAY,,DOMESTIC SH,MALE,2025-04-11,0,2025-04-14,NURSING,STRAY,OTC,,2025-05-03,RESCUE,,NURSING,E SAN ANTONIO ST/OAKLAND AVE,SAN JOSE,2025-05-03
A1379354,,KITTEN,TABBY-ORG,,DOMESTIC SH,UNKNOWN,2025-04-11,0,2025-04-14,NURSING,STRAY,OTC,,2025-04-28,DIED,,,E SAN ANTONIO ST/OAKLAND AVE,SAN JOSE,2025-04-28
A1379361,MOMMA MAY,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2024-04-15,0,2025-04-14,HEALTHY,STRAY,OTC,,,,,,BANGOR AVE/COLVILLE DR,SAN JOSE,2026-04-21
A1379362,,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,2023-04-29,1,2025-04-14,MED R,STRAY,OTC,,2025-07-02,RESCUE,,MED R,TEA ROSE CIR/ALTISSIMO,SAN JOSE,2025-07-02
A1379365,JAX,DOG,WHITE,TAN,PEKINGESE,NEUTERED,2013-04-15,12,2025-04-14,MED R,STRAY,FIELD,,2025-04-15,RTO,,MED R,FLINT X SYLVAN,SAN JOSE,2025-04-15
A1379372,PAPI,DOG,GRAY,TAN,YORKSHIRE TERR,MALE,2023-04-15,2,2025-04-14,HEALTHY,CONFISCATE,POLICE,,2025-04-18,RTO,,HEALTHY,,,2025-04-18
A1379373,BIG MAC,DOG,TAN,WHITE,PIT BULL,NEUTERED,2022-04-15,3,2025-04-14,MED R,CONFISCATE,POLICE,,2025-06-01,ADOPTION,,HEALTHY,,SAN JOSE,2025-06-01
A1379373,BIG MAC,DOG,TAN,WHITE,PIT BULL,NEUTERED,2022-04-15,3,2025-06-29,BEH R,RETURN,,,2025-08-03,ADOPTION,,BEH R,,OUT OF COUNTY,2025-08-03
A1379374,MEW,CAT,WHITE,ORANGE,DOMESTIC SH,NEUTERED,2022-04-24,2,2025-04-14,MED R,CONFISCATE,POLICE,,2025-05-22,ADOPTION,,HEALTHY,,SAN JOSE,2025-05-22
A1379375,ROOTBEER,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2023-04-22,1,2025-04-14,MED R,CONFISCATE,POLICE,,2025-05-02,TRANSFER,,MED R,,SAN JOSE,2025-05-02
A1379376,HEIDI,CAT,WHITE,TAN,DOMESTIC SH,FEMALE,2024-04-15,0,2025-04-14,MED R,CONFISCATE,POLICE,,2025-04-25,TRANSFER,,MED R,,SAN JOSE,2025-04-25
A1379377,GARFIELD,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-04-15,2,2025-04-14,MED R,CONFISCATE,POLICE,,2025-05-06,ADOPTION,,MED R,,SAN JOSE,2025-05-06
A1379378,MIA,CAT,ORANGE,WHITE,DOMESTIC SH,SPAYED,2023-10-29,1,2025-04-14,MED R,CONFISCATE,POLICE,,2025-05-03,ADOPTION,,MED R,,SAN JOSE,2025-05-03
A1379379,,KITTEN,BUFF,,DOMESTIC SH,MALE,2025-04-07,0,2025-04-14,MED R,CONFISCATE,POLICE,,2025-04-25,TRANSFER,,MED R,,SAN JOSE,2025-04-25
A1379380,,KITTEN,WHITE,,DOMESTIC SH,FEMALE,2025-04-07,0,2025-04-14,MED R,CONFISCATE,POLICE,,2025-04-25,TRANSFER,,MED R,,SAN JOSE,2025-04-25
A1379381,,KITTEN,WHITE,,DOMESTIC SH,FEMALE,2025-04-07,0,2025-04-14,MED R,CONFISCATE,POLICE,,2025-04-25,TRANSFER,,MED R,,SAN JOSE,2025-04-25
A1379382,,KITTEN,WHITE,,DOMESTIC SH,FEMALE,2025-04-07,0,2025-04-14,MED SEV,CONFISCATE,POLICE,,2025-04-16,DIED,,NURSING,,SAN JOSE,2025-04-16
A1379383,,KITTEN,CALICO-TRI,,DOMESTIC SH,FEMALE,2025-03-18,0,2025-04-14,MED R,CONFISCATE,POLICE,,2025-05-01,RESCUE,,MED R,,SAN JOSE,2025-05-01
A1379384,,KITTEN,CALICO-TRI,,DOMESTIC SH,FEMALE,2025-03-18,0,2025-04-14,MED R,CONFISCATE,POLICE,,2025-05-01,RESCUE,,MED R,,SAN JOSE,2025-05-01
A1379385,MOOSE,PUPPY,BLACK,WHITE,GERM SHEPHERD,NEUTERED,2025-03-10,0,2025-04-15,HEALTHY,STRAY,FIELD,,2025-04-23,ADOPTION,,HEALTHY,100 BLOCK W.CALAVERAS,MILPITAS,2025-04-30
A1379386,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2025-04-15,MED SEV,STRAY,OTC,,2025-04-15,EUTH,,MED SEV,MONTE VERANO CT X ALUM ROCK,SAN JOSE,2025-04-15
A1379387,PORKCHOP,DOG,WHITE,BROWN,PIT BULL,NEUTERED,2022-04-15,3,2025-04-15,HEALTHY,STRAY,OTC,,2025-07-01,ADOPTION,,HEALTHY,UMBARGER RD/MONTERY RD,SAN JOSE,2025-07-01
A1379395,,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,,,2025-04-15,PREGNANT,STRAY,OTC,,2025-04-17,RTF,,FERAL,PETTIGREW DR X PETTIGREW CT,SAN JOSE,2025-04-17
A1379401,,CAT,GRAY,,DOMESTIC SH,MALE,,,2025-04-01,NURSING,STRAY,MEDVET,,2025-04-01,EUTH,,MED SEV,200 BLK BENDORF DR,SAN JOSE,2025-10-17
A1379404,,CAT,WHITE,,DOMESTIC SH,MALE,,,2025-04-15,NURSING,STRAY,MEDVET,,2025-04-16,RESCUE,,NURSING,BLK 300 N CAPITOL AVE,SAN JOSE,2025-04-16
A1379405,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-04-14,0,2025-04-15,NURSING,STRAY,MEDVET,,2025-04-17,EUTH,,NURSING,BLK 500 HERMITAGE PL,SAN JOSE,2025-04-17
A1379406,,KITTEN,GRAY,WHITE,DOMESTIC SH,MALE,2025-04-14,0,2025-04-15,NURSING,STRAY,MEDVET,,2025-04-17,EUTH,,NURSING,BLK 500 HERMITAGE PL,SAN JOSE,2025-04-17
A1379407,,KITTEN,GRAY,,DOMESTIC SH,MALE,2025-04-14,0,2025-04-15,NURSING,STRAY,MEDVET,,2025-04-22,DIED,,MED SEV,BLK 500 HERMITAGE PL,SAN JOSE,2025-04-22
A1379409,,CAT,GRAY,,DOMESTIC SH,FEMALE,,,2025-04-15,NURSING,STRAY,MEDVET,,2025-04-15,EUTH,,MED SEV,BLK 500 HERMITAGE PL,SAN JOSE,2025-04-15
A1379410,,CAT,GRAY,,DOMESTIC SH,FEMALE,,,2025-04-15,NURSING,STRAY,MEDVET,,2025-04-15,DIED,,NURSING,BLK 500 HERMITAGE PL,SAN JOSE,2025-04-15
A1379411,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2025-03-03,0,2025-04-15,HEALTHY,STRAY,OTC,,2025-04-18,TRANSFER,,HEALTHY,RUE CALAIS/RUE LOIRET,SAN JOSE,2025-04-18
A1379412,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2025-03-03,0,2025-04-15,HEALTHY,STRAY,OTC,,2025-04-18,TRANSFER,,NURSING,RUE CALAIS/RUE LOIRET,SAN JOSE,2025-04-18
A1379413,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2025-03-03,0,2025-04-15,HEALTHY,STRAY,OTC,,2025-04-18,TRANSFER,,NURSING,RUE CALAIS/RUE LOIRET,SAN JOSE,2025-04-18
A1379414,,KITTEN,TABBY-GRAY,WHITE,DOMESTIC SH,MALE,2025-03-03,0,2025-04-15,HEALTHY,STRAY,OTC,,2025-04-18,TRANSFER,,NURSING,RUE CALAIS/RUE LOIRET,SAN JOSE,2025-04-18
A1379415,,KITTEN,TABBY-BRN,,DOMESTIC MH,FEMALE,2025-03-03,0,2025-04-15,HEALTHY,STRAY,OTC,IP ADOPT,2025-04-18,TRANSFER,,HEALTHY,RUE CALAIS/RUE LOIRET,SAN JOSE,2025-04-18
A1379419,MAY,DOG,WHITE,,SHIH TZU,SPAYED,2020-04-16,5,2025-04-15,MED R,STRAY,OTC,,2025-04-22,ADOPTION,,MED R,HAETON MOOR DR/BERNAL RD,SAN JOSE,2025-04-22
A1379420,,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-03-10,0,2025-04-15,MED R,STRAY,OTC,,2025-05-02,ADOPTION,,MED R,LOMA VERDE DR X WINCHESTER BLVD,SAN JOSE,2025-05-02
A1379422,MOCHA 2,DOG,WHITE,BROWN,CAVALIER SPAN,SPAYED,2017-04-16,8,2025-04-15,MED R,STRAY,OTC,,2025-04-23,ADOPTION,,HEALTHY,HAETON MOOR DR/BERNAL RD,SAN JOSE,2025-04-23
A1379432,TATA,DOG,TRICOLOR,,PIT BULL,NEUTERED,2021-04-16,4,2025-04-15,MED R,STRAY,OTC,,2025-04-18,RTO,,MED R,ALBANESE CIR/GIER CT,SAN JOSE,2025-04-18
A1379433,PIBB,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-03-25,0,2025-04-15,MED SEV,STRAY,OTC,,2025-05-22,ADOPTION,,HEALTHY,SNELL AVE X EDGEWATER DR,SAN JOSE,2025-05-22
A1379450,SYLVESTRE,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2022-04-16,3,2025-04-15,HEALTHY,STRAY,OTC,,2025-04-27,ADOPTION,,HEALTHY,MT VISTA DR X MT HERMAN,SAN JOSE,2025-04-27
A1379450,SYLVESTRE,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2022-04-16,3,2025-05-31,HEALTHY,OWNER SUR,OTC,,2025-06-12,ADOPTION,,HEALTHY,,SAN JOSE,2025-06-12
A1379452,,OTHER,BROWN,,TURTLE,UNKNOWN,,,2025-04-15,HEALTHY,STRAY,OTC,,2025-04-15,RESCUE,,,WILLOW ST/BLEWETT AVE,SAN JOSE,2025-04-15
A1379456,ALUXE,DOG,BROWN,BLACK,YORKSHIRE TERR,NEUTERED,2024-07-16,0,2025-04-15,MED R,STRAY,OTC,,2025-04-19,RTO,,MED R,REMO ST X HERALD AVE,SAN JOSE,2025-04-19
A1379460,,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,,,2025-04-15,MED R,STRAY,OTC,,2025-04-17,RTF,,FERAL,RIO VERDE PL / JUNIPERO DR,MILPITAS,2025-04-17
A1379465,,OTHER,BROWN,,TURTLE,UNKNOWN,,,2025-04-15,HEALTHY,STRAY,OTC,,2025-04-15,RESCUE,,HEALTHY,PACIFIC AVE X SUNOL ST,SAN JOSE,2025-04-15
A1379471,,CAT,BLACK,,DOMESTIC SH,FEMALE,,,2025-04-15,MED R,STRAY,OTC,,2025-04-17,TRANSFER,,NURSING,LOMA VERDE DR X WINCHESTER BLVD,SAN JOSE,2025-04-17
A1379473,,CAT,BROWN,BLACK,DOMESTIC SH,FEMALE,2022-04-15,3,2025-04-15,MED SEV,STRAY,FIELD,,2025-04-15,EUTH,,MED SEV,VIEWPARK CIR / VISTAPARK DR,SAN JOSE,2025-04-15
A1379474,,CAT,PT-FLAME,,DOMESTIC SH,SPAYED,2024-05-17,0,2025-04-15,MED SEV,STRAY,OTC,IP ADOPT,2025-04-17,RTF,,MED SEV,500 BLOCK MCLAUGHLIN AVE,SAN JOSE,2025-04-17
A1379478,BUDDY,DOG,BLACK,,LABRADOR RETR,MALE,2022-04-16,3,2025-04-15,HEALTHY,STRAY,FIELD,,2025-04-17,RTO,,HEALTHY,BLK 700 SPINDRIFT DR,SAN JOSE,2025-04-17
A1379483,SEANCE,KITTEN,PT-LYNX,,DOMESTIC SH,SPAYED,2025-03-02,0,2025-04-15,NURSING,STRAY,OTC,,2025-05-16,ADOPTION,,HEALTHY,OPHELIA AVE,SAN JOSE,2025-05-16
A1379525,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2021-04-22,3,2025-04-16,MED R,STRAY,OTC,,2025-04-25,RTF,,FERAL,STORY RD/ROBERTS AVE,SAN JOSE,2025-04-25
A1379526,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-04-13,0,2025-04-16,NURSING,STRAY,MEDVET,,2025-05-02,TRANSFER,,NURSING,500 BLOCK BAILEY,SAN JOSE,2025-05-02
A1379527,,CAT,WHITE,ORANGE,DOMESTIC SH,FEMALE,,,2025-04-16,NURSING,STRAY,MEDVET,,2025-04-16,DIED,,NURSING,2100 BLOCK LANAI AVE,SAN JOSE,2025-04-16
A1379530,BRAVO,DOG,BLACK,BROWN,GERM SHEPHERD,MALE,2017-05-01,7,2025-04-16,HEALTHY,STRAY,OTC,,2025-04-16,RTO,,,S 3RD ST/KEYES ST,SAN JOSE,2025-04-16
A1379530,BRAVO,DOG,BLACK,BROWN,GERM SHEPHERD,MALE,2017-05-01,8,2025-05-01,HEALTHY,STRAY,OTC,,2025-05-01,RTO,,,PARKMOOR AVE/RACE ST,SAN JOSE,2025-05-01
A1379535,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-04-09,0,2025-04-16,MED M,STRAY,FIELD,,2025-05-02,TRANSFER,,MED M,S SUNSET AVE X E SAN ANTONIO ST,SAN JOSE,2025-05-02
A1379537,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-04-11,0,2025-04-16,NURSING,STRAY,OTC,,2025-05-02,TRANSFER,,NURSING,OPHELIA AVE X RIGOLETTO DR,SAN JOSE,2025-05-02
A1379543,,OTHER,WHITE,,DOVE,UNKNOWN,,,2025-04-16,MED SEV,STRAY,OTC,,2025-04-17,TRANSFER,,MED SEV,CORNELL DR/HARVARD DR,SAN JOSE,2025-04-17
A1379544,,KITTEN,TABBY-GRAY,,DOMESTIC SH,FEMALE,2025-03-30,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-16,RESCUE,,NURSING,GRAND BLVD/PACIFIC,SAN JOSE,2025-08-14
A1379545,,KITTEN,TABBY-GRAY,,DOMESTIC SH,FEMALE,2025-03-30,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-16,RESCUE,,NURSING,GRAND BLVD/PACIFIC,SAN JOSE,2025-08-14
A1379546,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,,2025-04-16,MED SEV,STRAY,FIELD,,2025-04-18,EUTH,,MED SEV,WHINNEY PLACE WAY / YERBA BUENA RD,SAN JOSE,2025-04-18
A1379547,,KITTEN,TABBY-GRAY,,DOMESTIC SH,MALE,2025-03-30,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-16,RESCUE,,NURSING,GRAND BLVD/PACIFIC,SAN JOSE,2025-08-14
A1379549,,CAT,TABBY-BRN,,DOMESTIC LH,SPAYED,,,2025-04-16,PREGNANT,STRAY,OTC,,2025-04-21,RTF,,FERAL,KAUAI DR/SEABROOK CT,SAN JOSE,2025-04-21
A1379555,FLAPJACK,DOG,GOLD,,CHIHUAHUA LH,MALE,,,2025-05-30,HEALTHY,STRAY,OTC,,2025-05-30,RTF,,HEALTHY,MONTEREY RD/ALMA AVE,SAN JOSE,2025-05-30
A1379555,FLAPJACK,DOG,GOLD,,CHIHUAHUA LH,MALE,,,2025-05-30,HEALTHY,OWNER SUR,OTC,,2025-06-03,TRANSFER,,HEALTHY,,SAN JOSE,2025-06-03
A1379558,SPARROW,KITTEN,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-03-04,0,2025-04-16,MED R,STRAY,OTC,,2025-05-31,ADOPTION,,MED R,CAMROSE AVE/BUCKNALL RD,SAN JOSE,2025-05-31
A1379561,SIMBA,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-03-16,0,2025-04-16,NURSING,STRAY,OTC,,2025-06-13,ADOPTION,,HEALTHY,MCCARTHY BLVD/SYCAMORE DR,MILPITAS,2025-06-13
A1379570,,KITTEN,BLACK,,DOMESTIC SH,UNKNOWN,2025-04-10,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-16,EUTH,,NURSING,PALM ST/WILLOW ST,SAN JOSE,2025-04-16
A1379571,MISO,DOG,RED,BLACK,AUST CATTLE DOG,NEUTERED,2022-04-23,2,2025-04-16,HEALTHY,STRAY,OTC,,2025-06-21,ADOPTION,,HEALTHY,AVENISA MANZANOS/AVENIDA ALMENDROS,SAN JOSE,2025-06-21
A1379572,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,,2025-04-16,MED EMERG,STRAY,FIELD,,2025-04-16,TRANSFER,,MED EMERG,SCOTT ST,SAN JOSE,2025-04-16
A1379573,,CAT,BLACK,,DOMESTIC SH,SPAYED,,,2025-04-16,MED SEV,STRAY,FIELD,,2025-04-17,EUTH,,MED SEV,BURNING TREE X BURNING TREE,SAN JOSE,2025-04-17
A1379574,SEAGRAM,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-03-28,0,2025-04-16,MED R,STRAY,OTC,,2025-05-17,ADOPTION,,MED R,RUNSHAW PL/MCLAUGHLIN,SAN JOSE,2025-05-17
A1379575,SUSHI,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-03-28,0,2025-04-16,MED R,STRAY,OTC,,2025-05-14,ADOPTION,,HEALTHY,RUNSHAW PL/MCLAUGHLIN,SAN JOSE,2025-05-14
A1379576,DEXTER,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-03-28,0,2025-04-16,MED R,STRAY,OTC,,2025-05-28,ADOPTION,,HEALTHY,RUNSHAW PL/MCLAUGHLIN,SAN JOSE,2025-05-28
A1379577,CANADA,KITTEN,GRAY,WHITE,DOMESTIC SH,SPAYED,2025-03-28,0,2025-04-16,MED R,STRAY,OTC,,2025-05-14,ADOPTION,,HEALTHY,RUNSHAW PL/MCLAUGHLIN,SAN JOSE,2025-05-14
A1379578,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,,,2025-04-16,PREGNANT,STRAY,OTC,,2025-04-22,RTF,,BEH M,CROPLEY AVE X N CAPITOL AVE,SAN JOSE,2025-04-22
A1379580,,CAT,TABBY-BRN,,DOMESTIC MH,UNKNOWN,,,2025-04-16,MED SEV,STRAY,OTC,,2025-04-16,EUTH,,MED SEV,TULLY X BRAHMS,SAN JOSE,2025-04-16
A1379583,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,,2025-04-16,MED SEV,STRAY,OTC,,2025-04-16,EUTH,,MED SEV,EVERGREEN WAY X TIMBERLAND DR,SAN JOSE,2025-04-16
A1379585,CHIPPIE,DOG,TAN,,CHIHUAHUA LH,NEUTERED,2022-04-16,3,2025-04-16,HEALTHY,STRAY,OTC,,2025-04-25,ADOPTION,,HEALTHY,BECK DR X HAMILTON AVE,SAN JOSE,2025-04-25
A1379587,,OTHER,GREEN,,TURTLE,UNKNOWN,,,2025-04-16,HEALTHY,STRAY,OTC,,2025-04-18,RESCUE,,HEALTHY,COLEMAN AVE/PORTO ALEGRE,SAN JOSE,2025-04-18
A1379591,,OTHER,YELLOW,,FINCH,UNKNOWN,,,2025-04-16,MED SEV,STRAY,OTC,,2025-04-16,DIED,,MED SEV,GREENGATE DR/N CAPITOL EXPY,SAN JOSE,2025-04-16
A1379593,,KITTEN,TABBY-BRN,,DOMESTIC MH,MALE,2025-04-01,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-16,RESCUE,,NURSING,BRANHAM LN E X BATTLEDANCE DR,SAN JOSE,2025-04-16
A1379597,,KITTEN,GRAY,WHITE,DOMESTIC MH,FEMALE,2025-04-01,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-16,RESCUE,,NURSING,BRANHAM LN E X BATTLEDANCE DR,SAN JOSE,2025-04-16
A1379598,,KITTEN,TORBI-DIL,,DOMESTIC MH,FEMALE,2025-04-01,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-16,RESCUE,,NURSING,BRANHAM LN E X BATTLEDANCE DR,SAN JOSE,2025-08-14
A1379599,,KITTEN,BLACK,,DOMESTIC MH,FEMALE,2025-04-01,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-16,RESCUE,,NURSING,BRANHAM LN E X BATTLEDANCE DR,SAN JOSE,2025-08-14
A1379606,,KITTEN,GRAY,WHITE,DOMESTIC SH,MALE,2025-04-14,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-17,EUTH,,MED SEV,OWSLEY AVE X CLEMENCE AVE,SAN JOSE,2025-04-29
A1379608,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-04-14,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-18,EUTH,,MED SEV,OWSLEY AVE X CLEMENCE AVE,SAN JOSE,2025-04-18
A1379609,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2025-04-14,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-18,EUTH,,MED SEV,OWSLEY AVE X CLEMENCE AVE,SAN JOSE,2025-04-18
A1379611,,KITTEN,TABBY-GRAY,WHITE,DOMESTIC SH,MALE,2025-04-14,0,2025-04-16,NURSING,STRAY,OTC,,2025-04-18,EUTH,,MED SEV,OWSLEY AVE X CLEMENCE AVE,SAN JOSE,2025-04-18
A1379617,SYNTAX,OTHER,BROWN,,RABBIT SH,NEUTERED,,,2025-04-16,MED R,STRAY,OTC,,2025-08-19,RESCUE,,MED R,ROBERTS AVE/STORY RD,SAN JOSE,2025-08-19
A1379618,CINNAMON,OTHER,BROWN,,RABBIT SH,NEUTERED,,,2025-04-16,MED R,STRAY,OTC,,2025-10-07,ADOPTION,,HEALTHY,ROBERTS AVE/STORY RD,SAN JOSE,2025-10-07
A1379619,BINNS,OTHER,BROWN,,RABBIT SH,NEUTERED,,,2025-04-16,MED R,STRAY,OTC,,,,,,ROBERTS AVE/STORY RD,SAN JOSE,2026-03-14
A1379620,OATS,OTHER,BROWN,,RABBIT SH,NEUTERED,,,2025-04-16,MED R,STRAY,OTC,,2025-07-13,ADOPTION,,HEALTHY,ROBERTS AVE/STORY RD,SAN JOSE,2025-07-13
A1379621,FRAMBOISE,OTHER,BROWN,,RABBIT SH,SPAYED,,,2025-04-16,MED R,STRAY,OTC,,2025-06-10,TRANSFER,,HEALTHY,ROBERTS AVE/STORY RD,SAN JOSE,2025-06-10
A1379622,BEAUCOUP,OTHER,WHITE,,RABBIT SH,NEUTERED,,,2025-04-16,MED R,STRAY,OTC,,2025-06-21,RESCUE,,MED R,ROBERTS AVE/STORY RD,SAN JOSE,2025-06-21
A1379623,,OTHER,BROWN,,RABBIT SH,FEMALE,,,2025-04-16,MED R,STRAY,OTC,,2025-04-18,RESCUE,,HEALTHY,ROBERTS AVE/STORY RD,SAN JOSE,2025-04-18
A1379635,BRENNEN,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2017-04-16,8,2025-04-16,MED R,STRAY,OTC,,2025-04-28,ADOPTION,,HEALTHY,SCARAWAY DR/QUEENS CROSSING DR,SAN JOSE,2025-04-28
A1379635,BRENNEN,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2017-04-16,8,2025-04-29,HEALTHY,RETURN,OTC,,2025-05-21,RESCUE,,HEALTHY,,SAN JOSE,2025-05-21
A1379654,GOOSE,KITTEN,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-04-19,0,2025-04-17,NURSING,STRAY,,,2025-07-10,ADOPTION,,NURSING,MONTEREY RD,SAN JOSE,2025-07-10
A1379655,MARCEL,KITTEN,GRAY,WHITE,DOMESTIC SH,MALE,2025-04-19,0,2025-04-17,NURSING,STRAY,,,2025-07-02,RESCUE,,NURSING,MONTEREY RD,SAN JOSE,2025-07-02
A1379656,NAPOLEON,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-04-19,0,2025-04-17,NURSING,STRAY,,,2025-07-02,RESCUE,,NURSING,MONTEREY RD,SAN JOSE,2025-07-02
A1379657,MAVERICK,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-04-19,0,2025-04-17,NURSING,STRAY,,,2025-07-10,ADOPTION,,NURSING,MONTEREY RD,SAN JOSE,2025-07-10
A1379665,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2025-03-17,0,2025-04-17,MED SEV,STRAY,OTC,,2025-04-17,DIED,,MED EMERG,MONTE VERANO CT X ALUM ROCK AVE,SAN JOSE,2025-04-17
A1379667,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2015-04-17,10,2025-04-17,MED SEV,STRAY,OTC,,2025-04-21,EUTH,,MED SEV,CAPE CORAL DR/JUNESONG WAY,SAN JOSE,2025-04-21
A1379668,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-04-17,1,2025-04-17,PREGNANT,STRAY,OTC,,2025-04-19,RTF,,BEH M,N 22ND X JACKSON ST,SAN JOSE,2025-04-19
A1379669,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,,2025-04-17,MED R,STRAY,OTC,,2025-04-18,RTF,,MED R,CAPE CORAL DR/JUNESONG WAY,SAN JOSE,2025-05-01
A1379670,,CAT,ORANGE,,DOMESTIC MH,FEMALE,,,2025-04-17,MED SEV,STRAY,FIELD,,2025-04-17,EUTH,,MED SEV,1800 BLOCK LUCRETIA AVE,SAN JOSE,2025-04-17
A1379672,EARL,KITTEN,TABBY-BRN,,DOMESTIC MH,NEUTERED,2025-03-02,0,2025-04-17,HEALTHY,STRAY,OTC,,2025-05-16,ADOPTION,,HEALTHY,OPHELIA AVE/ OPHELIA CT,SAN JOSE,2025-05-16
